customer_city,Revenue,Orders,Customers,Average_Order_Value
gaviao peixoto,142.04000000000002,2,2,71.02000000000001
barreira,142.01,1,1,142.01
francisco dumont,141.87,2,2,70.935
ibirapua,141.42,1,1,141.42
itabi,141.03,1,1,141.03
mariapolis,140.98000000000002,2,2,70.49000000000001
agua comprida,140.65,2,2,70.325
tapirai,140.53,2,2,70.265
paranapoema,140.49,1,1,140.49
meridiano,140.47,1,1,140.47
presidente alves,140.42000000000002,2,2,70.21000000000001
ipiranga de goias,139.98,1,1,139.98
bora,139.71,1,1,139.71
banabuiu,139.61,1,1,139.61
iretama,139.59,1,1,139.59
epitaciolandia,139.52,1,1,139.52
maiquinique,139.48,1,1,139.48
erebango,139.42,1,1,139.42
divinopolis do tocantins,139.27,1,1,139.27
nova canaa paulista,139.15,2,2,69.575
braco do rio,138.93,2,2,69.465
natividade da serra,138.89,1,1,138.89
sao nicolau,138.6,1,1,138.6
brejo,138.24,1,1,138.24
japaratuba,138.24,1,1,138.24
cajueiro,138.15,1,1,138.15
manfrinopolis,138.08,1,1,138.08
sardoa,137.99,1,1,137.99
vila flor,137.98,1,1,137.98
campo alegre de minas,137.93,1,1,137.93
atalaia,137.65,1,1,137.65
zortea,137.57,2,2,68.785
sao domingos das dores,137.4,2,2,68.7
vitoria do jari,137.27,1,1,137.27
mariano moro,137.26,1,1,137.26
arara,137.14,1,1,137.14
sao mamede,137.1,1,1,137.1
sao cristovao do sul,137.07,1,1,137.07
sao jose da boa vista,137.07,1,1,137.07
vargem grande,137.01,1,1,137.01
treviso,136.98,1,1,136.98
alpestre,136.98,1,1,136.98
palhano,136.6,1,1,136.6
nova araca,136.59,1,1,136.59
serranopolis de minas,136.5,1,1,136.5
governador lindenberg,136.28,2,2,68.14
independencia,136.05,1,1,136.05
antunes,135.39,1,1,135.39
pontes gestal,135.08,1,1,135.08
tapinas,135.08,1,1,135.08
venda branca,134.83,1,1,134.83
umburatiba,134.7,1,1,134.7
bela vista de minas,134.51,1,1,134.51
patrocinio do muriae,134.38,2,2,67.19
candido rodrigues,134.3,4,2,33.575
crisolita,134.24,2,2,67.12
benedito leite,134.12,1,1,134.12
lago verde,134.01,1,1,134.01
california,133.95,2,2,66.975
ferreiros,133.94,1,1,133.94
ipiranga do sul,133.25,1,1,133.25
sao benedito do rio preto,133.22,1,1,133.22
nova timboteua,133.05,1,1,133.05
cujubim,132.94,1,1,132.94
assuncao,132.69,1,1,132.69
japaraiba,132.46,1,1,132.46
pedro gomes,132.38,1,1,132.38
varjao de minas,131.9,2,2,65.95
quevedos,131.69,2,2,65.845
sitio do quinto,131.65,2,2,65.825
planaltina de goias,131.61,2,1,65.805
pombos,131.43,1,1,131.43
getulina,131.01999999999998,2,2,65.50999999999999
lindolfo collor,130.65,1,1,130.65
portelandia,130.63,2,2,65.315
nova santa barbara,130.53,1,1,130.53
sao bras do suacui,129.71,2,2,64.855
campo magro,129.52,1,1,129.52
arenopolis,128.9,1,1,128.9
uniao de minas,128.71,3,3,42.903333333333336
monte alegre de sergipe,128.0,1,1,128.0
vitoria das missoes,128.0,1,1,128.0
itaquitinga,127.78999999999999,2,2,63.894999999999996
cotipora,127.53,1,1,127.53
banzae,127.42,1,1,127.42
lucena,127.17,1,1,127.17
xexeu,126.16,1,1,126.16
conrado,126.12,1,1,126.12
brejo dos santos,125.94,1,1,125.94
herveiras,125.52,1,1,125.52
jaguaribara,125.23,1,1,125.23
campo alegre de lourdes,124.89,1,1,124.89
pato bragado,124.83,2,2,62.415
pirapemas,124.73,1,1,124.73
barrolandia,124.53999999999999,2,2,62.269999999999996
senador la rocque,124.43,1,1,124.43
santo antonio do leverger,124.41,1,1,124.41
coronel joao pessoa,124.33,1,1,124.33
riachinho,124.05000000000001,2,2,62.025000000000006
umburanas,123.75,1,1,123.75
nova ubirata,123.75,1,1,123.75
sao jorge do patrocinio,123.72,2,2,61.86
claro dos pocoes,123.68,1,1,123.68
felisburgo,123.47,1,1,123.47
alto alegre do maranhao,123.32,1,1,123.32
guarda-mor,123.10999999999999,2,2,61.55499999999999
ananas,122.76,1,1,122.76
caturama,122.68,2,2,61.34
antonio pereira,122.32,2,2,61.16
sao pedro do sul,121.97,1,1,121.97
coqueiro baixo,121.76,2,2,60.88
ajapi,121.34,1,1,121.34
capela nova,121.27,1,1,121.27
gentio do ouro,121.1,1,1,121.1
frei rogerio,121.09,1,1,121.09
sao vitor,121.09,1,1,121.09
montadas,120.9,1,1,120.9
bom jesus da penha,120.84,2,1,60.42
segredo,120.28,1,1,120.28
lindoia do sul,120.22,1,1,120.22
conceicao do almeida,120.14,1,1,120.14
anhembi,120.09,1,1,120.09
ministro andreazza,120.05,1,1,120.05
sao carlos do ivai,119.95,1,1,119.95
fortaleza dos valos,119.95,1,1,119.95
santo hipolito,119.88,1,1,119.88
olhos d'agua,119.84,1,1,119.84
janduis,119.38,1,1,119.38
elisio medrado,118.75,2,2,59.375
douradina,118.65,1,1,118.65
barrocas,118.26,1,1,118.26
assare,118.26,1,1,118.26
coronel macedo,118.25,2,2,59.125
nossa senhora de lourdes,118.1,1,1,118.1
mussurepe,117.94,1,1,117.94
silvano,117.94,1,1,117.94
sao pedro do turvo,117.9,2,2,58.95
nova guataporanga,117.76,1,1,117.76
itaguaru,117.66,2,2,58.83
turvania,117.35000000000001,2,2,58.675000000000004
vila nova,117.19,2,2,58.595
peixe,117.16,1,1,117.16
retirolandia,117.0,1,1,117.0
aguas claras,116.96,1,1,116.96
doutor mauricio cardoso,116.94,1,1,116.94
vermelho,116.79,1,1,116.79
materlandia,116.65,2,2,58.325
sao bonifacio,116.46,1,1,116.46
governador mangabeira,116.26,1,1,116.26
sao pedro do butia,116.19,1,1,116.19
fragosos,115.9,1,1,115.9
brasopolis,115.9,1,1,115.9
frutuoso gomes,115.87,1,1,115.87
sao jose do ribeirao,115.84,1,1,115.84
santana da boa vista,115.8,2,2,57.9
santa luzia do parua,115.78,1,1,115.78
aurora do para,115.46,1,1,115.46
santa maria do herval,115.44,1,1,115.44
santa clara d'oeste,115.44,1,1,115.44
bonito de minas,115.44,1,1,115.44
corrego danta,115.24,1,1,115.24
ibiracu,115.0,1,1,115.0
campo do brito,114.89,1,1,114.89
quatituba,114.85,1,1,114.85
ipiranga do norte,114.83,1,1,114.83
nazare da mata,114.56,1,1,114.56
figueiropolis d'oeste,114.42,2,2,57.21
novo lino,114.26,1,1,114.26
ouro verde de minas,114.19,2,2,57.095
cristopolis,113.94999999999999,2,2,56.974999999999994
aquidaba,113.55,1,1,113.55
praia norte,113.35,1,1,113.35
palmopolis,113.2,1,1,113.2
goiandira,113.13,1,1,113.13
jerico,113.08,1,1,113.08
aragoiania,112.9,1,1,112.9
arapua,112.77,1,1,112.77
mogi-mirim,112.61,2,2,56.305
piquerobi,112.45,1,1,112.45
inhuma,112.35,1,1,112.35
rubineia,112.2,1,1,112.2
santo antonio das queimadas,112.12,1,1,112.12
sinimbu,112.11,2,2,56.055
novais,111.99,1,1,111.99
eugenio de castro,111.76,1,1,111.76
aramina,111.61,1,1,111.61
macieira,111.12,1,1,111.12
caracol,111.1,1,1,111.1
sao jorge d'oeste,111.02,1,1,111.02
vargem grande do soturno,111.02,1,1,111.02
coite do noia,111.01,1,1,111.01
piripa,110.84,2,2,55.42
jaraguari,110.52,2,2,55.26
andarai,109.5,1,1,109.5
ingai,109.38,1,1,109.38
vila pereira,109.21,1,1,109.21
joselandia,109.18,1,1,109.18
cha de alegria,108.95,1,1,108.95
cacaulandia,108.73,1,1,108.73
lamim,108.63,1,1,108.63
varzea nova,108.53,1,1,108.53
serra azul,108.52,1,1,108.52
bias fortes,108.47999999999999,2,2,54.239999999999995
bras pires,108.02,2,2,54.01
sao joaquim do monte,107.95,1,1,107.95
marilena,107.87,1,1,107.87
atilio vivacqua,107.78,1,1,107.78
santa leopoldina,107.78,1,1,107.78
guapirama,107.78,1,1,107.78
fonseca,107.53,1,1,107.53
lagoa de sao francisco,107.02,1,1,107.02
coronel domingos soares,106.87,1,1,106.87
vanini,106.87,1,1,106.87
general camara,106.87,1,1,106.87
messias targino,106.85,1,1,106.85
jandaia,106.8,1,1,106.8
aratiba,106.49,1,1,106.49
lagoa do piaui,106.38,1,1,106.38
matoes,106.3,1,1,106.3
itapiuna,106.24,2,1,53.12
coronel sapucaia,106.23,1,1,106.23
redencao da serra,106.23,1,1,106.23
entre folhas,106.07,1,1,106.07
paraju,105.74,1,1,105.74
britania,105.37,1,1,105.37
vitorinos,105.37,1,1,105.37
campo bonito,105.3,1,1,105.3
ilicinea,105.28,1,1,105.28
pedras altas,105.28,1,1,105.28
jaupaci,105.28,1,1,105.28
braunas,105.28,1,1,105.28
estrela do sul,105.28,1,1,105.28
santa brigida,104.73,1,1,104.73
contenda,104.61,1,1,104.61
aguas mornas,104.52,1,1,104.52
perola independente,104.46,1,1,104.46
taparuba,104.37,1,1,104.37
porto acre,104.35,1,1,104.35
muquem do sao francisco,104.21,2,2,52.105
santo antonio do palma,104.09,2,2,52.045
novo brasil,103.75,1,1,103.75
engenheiro beltrao,103.36,2,2,51.68
monte formoso,103.19,2,2,51.595
cotegipe,103.15,1,1,103.15
guarani das missoes,102.94,2,2,51.47
buritizal,102.88,2,2,51.44
dezesseis de novembro,102.75,1,1,102.75
rio dos indios,102.75,1,1,102.75
sao jose do inhacora,102.7,1,1,102.7
senador salgado filho,102.49,1,1,102.49
adustina,102.27,1,1,102.27
riversul,102.03,1,1,102.03
angicos,101.77,1,1,101.77
castro alves,101.76,2,2,50.88
vargem,101.5,2,2,50.75
vila nova do sul,101.34,1,1,101.34
maribondo,100.97,1,1,100.97
ribeiropolis,100.77,1,1,100.77
santa quiteria do maranhao,100.75,1,1,100.75
espigao,100.52,2,2,50.26
nova esperanca do sudoeste,100.33,1,1,100.33
major porto,100.33,1,1,100.33
itamira,100.2,2,1,50.1
itarema,99.95,1,1,99.95
coronel pacheco,99.9,1,1,99.9
caridade,99.9,1,1,99.9
querencia do norte,99.43,1,1,99.43
goncalves dias,99.25,1,1,99.25
filadelfia,99.16,1,1,99.16
barao do triunfo,99.14,1,1,99.14
pedro velho,99.11,1,1,99.11
coronel freitas,98.65,1,1,98.65
arapoema,98.57,1,1,98.57
ponto belo,98.56,1,1,98.56
ouro verde de goias,98.23,1,1,98.23
ewbank da camara,98.16,1,1,98.16
tres forquilhas,98.13,1,1,98.13
antonio martins,97.67,1,1,97.67
rincao,97.63,1,1,97.63
passa tres,97.37,2,2,48.685
santa rita da floresta,96.8,1,1,96.8
teresina de goias,96.8,1,1,96.8
pirapo,96.29,1,1,96.29
olaria,96.22,1,1,96.22
campo azul,96.22,1,1,96.22
ubirajara,96.09,1,1,96.09
pedra do indaia,96.08,1,1,96.08
itutinga,96.01,1,1,96.01
aracatu,95.76,1,1,95.76
boquira,95.67,1,1,95.67
perobal,95.31,1,1,95.31
santa salete,95.0,1,1,95.0
igarape-acu,94.76,1,1,94.76
divinopolis de goias,94.3,1,1,94.3
alagoa,93.98,1,1,93.98
palmeirinha,93.8,2,2,46.9
ilha dos valadares,93.59,1,1,93.59
iaras,93.57,1,1,93.57
taquarucu do sul,93.29,1,1,93.29
porto amazonas,93.21,2,2,46.605
dom cavati,93.08,1,1,93.08
mato rico,92.65,1,1,92.65
nacip raydan,92.16,1,1,92.16
caetanos,91.95,1,1,91.95
ibirataia,91.72,2,2,45.86
sonora,91.38,2,2,45.69
sao francisco do gloria,91.35,1,1,91.35
lagoa dos tres cantos,91.18,1,1,91.18
nantes,91.05,1,1,91.05
riachuelo,90.97,1,1,90.97
mae d'agua,90.89,1,1,90.89
macuco,90.88,1,1,90.88
arraial d ajuda,90.7,1,1,90.7
felixlandia,90.28,1,1,90.28
salmourao,90.27000000000001,2,2,45.135000000000005
cassia dos coqueiros,90.17,1,1,90.17
alianca,89.93,1,1,89.93
onda verde,89.49,1,1,89.49
glaura,89.36,1,1,89.36
nova padua,89.36,1,1,89.36
frei gaspar,89.19,1,1,89.19
adrianopolis,89.17,1,1,89.17
salobro,89.15,1,1,89.15
suzanapolis,88.94,1,1,88.94
santo antonio do aventureiro,88.92,1,1,88.92
bom retiro,88.37,1,1,88.37
itanhanga,88.05,1,1,88.05
guatapara,87.97,1,1,87.97
pedra lavrada,87.9,1,1,87.9
alvorada do gurgueia,87.85,1,1,87.85
paranapua,87.80000000000001,2,2,43.900000000000006
uruburetama,87.8,1,1,87.8
croata,87.8,1,1,87.8
morro do pilar,87.64,1,1,87.64
piratini,87.64,1,1,87.64
matelandia,87.6,2,2,43.8
termas de ibira,87.15,1,1,87.15
sao jorge,87.02,1,1,87.02
buriti do tocantins,86.79,1,1,86.79
ravena,86.73,1,1,86.73
valao do barro,86.54,1,1,86.54
ibipeba,86.39,1,1,86.39
anaurilandia,86.24,1,1,86.24
formosa do oeste,86.15,1,1,86.15
florida,86.15,1,1,86.15
vila reis,86.15,1,1,86.15
jacareacanga,86.03999999999999,1,1,86.03999999999999
cascalho rico,85.92,1,1,85.92
mocajuba,85.6,1,1,85.6
laranja da terra,85.6,1,1,85.6
sao thome das letras,85.5,2,2,42.75
moeda,85.46,1,1,85.46
terenos,85.26,1,1,85.26
matriz de camaragibe,84.9,1,1,84.9
pontalinda,84.75,2,2,42.375
bodo,84.57,1,1,84.57
mossamedes,84.14,1,1,84.14
murici,84.05,1,1,84.05
serra dos dourados,83.33,1,1,83.33
anhandui,83.23,1,1,83.23
bela vista do maranhao,83.15,1,1,83.15
sao mateus de minas,82.88,1,1,82.88
dom macedo costa,82.83,1,1,82.83
sao francisco do brejao,82.75,1,1,82.75
lagoa salgada,82.72,1,1,82.72
brazabrantes,82.7,2,2,41.35
taperuaba,82.42,1,1,82.42
bertopolis,82.12,1,1,82.12
salinas da margarida,82.12,1,1,82.12
rainha do mar,82.03,1,1,82.03
paineiras,81.98,1,1,81.98
jacarau,81.96,1,1,81.96
pouso novo,81.82,1,1,81.82
iacri,81.62,2,2,40.81
humberto de campos,81.57,1,1,81.57
amontada,81.57,1,1,81.57
conselheiro mairinck,81.55,1,1,81.55
lamarao,81.34,1,1,81.34
angical do piaui,80.92,1,1,80.92
camacho,80.9,1,1,80.9
rubelita,80.88,1,1,80.88
castanheiras,80.8,1,1,80.8
nossa senhora das gracas,80.75,2,2,40.375
caem,80.02,1,1,80.02
santo inacio,79.7,1,1,79.7
tapera,79.07,1,1,79.07
garruchos,79.04,1,1,79.04
rosario,79.04,1,1,79.04
cipo-guacu,78.71,1,1,78.71
cairu,78.64,1,1,78.64
berilo,78.22,1,1,78.22
galvao,78.02,1,1,78.02
agua nova,77.67,1,1,77.67
novo machado,77.66,1,1,77.66
sao miguel do cambui,77.57000000000001,1,1,77.57000000000001
padre paraiso,77.57,1,1,77.57
santa rita do itueto,77.57,1,1,77.57
cerrito,77.57,1,1,77.57
pinhotiba,77.57,1,1,77.57
itacurussa,77.57,1,1,77.57
porto lucena,77.56,1,1,77.56
queixada,77.29,1,1,77.29
novo mundo,77.13,1,1,77.13
siriji,77.03,1,1,77.03
angelica,76.86,1,1,76.86
rio rufino,76.66,1,1,76.66
nova america da colina,76.65,1,1,76.65
guaratinga,76.57,2,2,38.285
maranhaozinho,76.57,1,1,76.57
itaguara,76.47,2,1,38.235
aribice,76.15,1,1,76.15
sento se,76.08,1,1,76.08
sebastiao leal,75.89,1,1,75.89
nova boa vista,75.85,1,1,75.85
sete de setembro,75.73,1,1,75.73
pavao,75.63,1,1,75.63
juruti,75.53,1,1,75.53
jataizinho,75.44,1,1,75.44
guarapua,75.17,1,1,75.17
brasilandia,75.07,1,1,75.07
pedranopolis,74.41,1,1,74.41
tocos do moji,74.36,1,1,74.36
ponto dos volantes,74.3,2,2,37.15
jacuizinho,74.26,1,1,74.26
piacatu,74.13,1,1,74.13
corumbatai,74.13,2,2,37.065
girau do ponciano,74.05,1,1,74.05
lagoa dos patos,74.05,1,1,74.05
tamandare,73.84,1,1,73.84
varzea do poco,73.83,1,1,73.83
condeuba,73.83,1,1,73.83
sao joao do sobrado,73.56,1,1,73.56
oleo,73.34,1,1,73.34
cocos,73.27,1,1,73.27
alto sao joao,73.25,1,1,73.25
chorrocho,73.18,1,1,73.18
itaara,73.15,1,1,73.15
bocaiuva do sul,72.7,2,2,36.35
sao jose do xingu,72.52,1,1,72.52
bacaxa,72.51,1,1,72.51
dores de guanhaes,72.48,1,1,72.48
anhumas,72.42,1,1,72.42
mutum parana,72.27,1,1,72.27
capistrano,72.16,1,1,72.16
santa cecilia do pavao,72.14,1,1,72.14
piao,72.14,1,1,72.14
serra do salitre,72.05,1,1,72.05
tabuleiro do norte,71.88,1,1,71.88
jamaica,71.85,1,1,71.85
sarutaia,71.82,1,1,71.82
amargosa,71.81,1,1,71.81
pontao,71.79,1,1,71.79
cajuri,71.53,1,1,71.53
santana do itarare,71.53,1,1,71.53
barra do jacare,71.43,1,1,71.43
novo cabrais,71.15,1,1,71.15
porto murtinho,71.15,1,1,71.15
jaguaracu,71.04,1,1,71.04
campo do tenente,71.04,1,1,71.04
palmares paulista,70.93,1,1,70.93
sao miguel do aleixo,70.86,1,1,70.86
santana de pirapama,70.74,1,1,70.74
presidente nereu,70.61,1,1,70.61
taiacu,70.51,1,1,70.51
itaicaba,70.03,1,1,70.03
juranda,69.94,2,2,34.97
pereiras,69.69,1,1,69.69
canaa,69.54,1,1,69.54
padre gonzales,69.54,1,1,69.54
balbinos,69.29,1,1,69.29
sao bentinho,69.15,1,1,69.15
pacotuba,69.14,1,1,69.14
monsenhor paulo,69.12,1,1,69.12
teixeira,69.05,1,1,69.05
gramado xavier,68.97,1,1,68.97
ceilandia,68.84,1,1,68.84
indiaroba,68.8,1,1,68.8
pratapolis,68.62,1,1,68.62
selbach,68.13,1,1,68.13
cerro grande,68.02,1,1,68.02
fenix,67.92,1,1,67.92
rio dos cedros,67.82,1,1,67.82
doce grande,67.72,1,1,67.72
tiradentes do sul,67.7,1,1,67.7
nova roma,67.59,1,1,67.59
calmon,67.5,1,1,67.5
ribeirao cascalheira,67.39,1,1,67.39
araguaia,67.23,1,1,67.23
vitorino,67.23,1,1,67.23
nova brescia,66.82,1,1,66.82
baixa grande,66.24,1,1,66.24
ribas do rio pardo,66.13,1,1,66.13
nova america,66.11,1,1,66.11
amparo da serra,66.06,1,1,66.06
ourem,66.05,1,1,66.05
quilometro 14 do mutum,66.01,1,1,66.01
ibiajara,65.8,1,1,65.8
mansidao,65.78999999999999,1,1,65.78999999999999
apora,65.7,1,1,65.7
lebon regis,65.67,1,1,65.67
terezinha,65.62,1,1,65.62
machadinho,65.6,1,1,65.6
cupira,65.53,1,1,65.53
varzedo,65.53,1,1,65.53
bandeirantes d'oeste,65.09,1,1,65.09
igarape-miri,65.03,1,1,65.03
pureza,65.0,1,1,65.0
almirante tamandare do sul,65.0,1,1,65.0
pinto bandeira,65.0,1,1,65.0
patis,65.0,1,1,65.0
sao benedito do sul,64.83,1,1,64.83
marcos parente,64.5,1,1,64.5
unistalda,64.47,1,1,64.47
palmeira d oeste,64.42,1,1,64.42
miradouro,64.42,1,1,64.42
caparao,64.42,1,1,64.42
ulianopolis,64.4,1,1,64.4
arame,64.14,1,1,64.14
porto grande,64.14,1,1,64.14
foz do jordao,64.1,1,1,64.1
baguari,64.1,1,1,64.1
elisiario,64.1,1,1,64.1
damianopolis,63.84,2,2,31.92
traipu,63.79,1,1,63.79
iomere,63.79,1,1,63.79
guaraquecaba,63.37,1,1,63.37
sao sebastiao da amoreira,63.23,1,1,63.23
pindoretama,63.18,1,1,63.18
sao rafael,62.28,1,1,62.28
santo amaro das brotas,62.28,1,1,62.28
ribeira do amparo,61.79,1,1,61.79
dias d avila,61.79,1,1,61.79
ubai,61.73,1,1,61.73
lagoa do mato,61.62,1,1,61.62
crominia,61.0,1,1,61.0
novo jardim,60.98,1,1,60.98
agrolandia,60.91,1,1,60.91
tuiuti,60.85,1,1,60.85
sao jorge do oeste,60.53,1,1,60.53
florania,60.34,1,1,60.34
nobres,59.91,1,1,59.91
peri mirim,59.83,1,1,59.83
ponte alta do norte,59.46,1,1,59.46
queiroz,58.9,1,1,58.9
mutunopolis,58.56,1,1,58.56
mampituba,58.55,1,1,58.55
desterro de entre rios,58.28,1,1,58.28
alegria,58.28,1,1,58.28
malhador,58.14,1,1,58.14
cedro do abaete,58.09,1,1,58.09
santo antonio do taua,57.74,1,1,57.74
florinia,57.61,1,1,57.61
barao,57.53,1,1,57.53
natercia,57.5,1,1,57.5
mauriti,57.28,1,1,57.28
igapora,56.78,1,1,56.78
capela do alto alegre,56.78,1,1,56.78
itaju do colonia,56.69,1,1,56.69
agisse,56.37,1,1,56.37
itatiba do sul,55.95,1,1,55.95
conceicao da ibitipoca,55.09,1,1,55.09
coimbra,55.01,1,1,55.01
inocencia,54.82,1,1,54.82
santana do sobrado,54.82,1,1,54.82
coreau,54.81,1,1,54.81
sao bras,54.74,1,1,54.74
combinado,54.63,1,1,54.63
ibicuitinga,54.62,1,1,54.62
jurema,54.34,1,1,54.34
virginia,54.13,1,1,54.13
acucena,54.11,1,1,54.11
caxingo,53.84,1,1,53.84
jussiape,53.79,1,1,53.79
sanga puita,53.69,1,1,53.69
paraiso das aguas,53.34,1,1,53.34
jaguarembe,53.31,1,1,53.31
cacimbinhas,53.3,1,1,53.3
martinesia,53.23,1,1,53.23
joaima,53.0,1,1,53.0
gongogi,52.13,1,1,52.13
vermelho novo,52.1,1,1,52.1
igrapiuna,52.05,1,1,52.05
guabiju,51.83,1,1,51.83
sao joao do sabugi,51.74,1,1,51.74
antonio goncalves,51.69,1,1,51.69
alexandra,51.31,1,1,51.31
apiacas,51.12,1,1,51.12
divino das laranjeiras,51.1,1,1,51.1
boa esperanca do iguacu,51.0,1,1,51.0
acajutiba,50.95,1,1,50.95
simplicio mendes,50.75,1,1,50.75
morro agudo de goias,50.68,1,1,50.68
tome-acu,50.62,1,1,50.62
santa maria do salto,50.48,1,1,50.48
monte bonito,50.34,1,1,50.34
miravania,50.1,1,1,50.1
amapa do maranhao,50.05,1,1,50.05
vertentes,49.62,1,1,49.62
picada cafe,49.6,1,1,49.6
jamapara,49.6,1,1,49.6
arvoredo,49.4,1,1,49.4
santa cruz do timbo,49.31,1,1,49.31
coqueiros do sul,49.06,1,1,49.06
prudencio thomaz,49.04,1,1,49.04
jardim de piranhas,48.74,1,1,48.74
gabriel monteiro,48.72,1,1,48.72
cabaceiras do paraguacu,48.69,1,1,48.69
guia lopes da laguna,48.22,1,1,48.22
buriti alegre,48.22,1,1,48.22
bemposta,48.11,1,1,48.11
dona emma,47.81,1,1,47.81
paraiso do sul,47.29,1,1,47.29
rosario do ivai,47.23,1,1,47.23
guinda,47.11,1,1,47.11
vila bela da santissima trindade,46.78,1,1,46.78
barao de juparana,46.72,1,1,46.72
parisi,46.34,1,1,46.34
novo planalto,46.29,1,1,46.29
pirai do norte,46.28,1,1,46.28
boa vista do sul,46.22,1,1,46.22
corumbatai do sul,45.78,1,1,45.78
rio grande do piaui,45.7,1,1,45.7
pium,45.63,1,1,45.63
centralina,45.09,1,1,45.09
santa rita de jacutinga,45.09,1,1,45.09
corrego do ouro,45.01,1,1,45.01
sulina,45.0,1,1,45.0
marques de souza,45.0,1,1,45.0
santa luzia do norte,44.95,1,1,44.95
sao felix,44.69,1,1,44.69
senhora dos remedios,44.51,1,1,44.51
pescador,44.42,1,1,44.42
icaraima,43.95,1,1,43.95
vicosa do ceara,43.79,1,1,43.79
pires ferreira,43.79,1,1,43.79
angelo frechiani,43.6,1,1,43.6
flores de goias,43.22,1,1,43.22
minduri,43.18,1,1,43.18
medicilandia,43.14,1,1,43.14
sao joao de petropolis,43.09,1,1,43.09
turvelandia,42.4,1,1,42.4
silveira carvalho,42.27,1,1,42.27
porteiras,42.18,1,1,42.18
nova guarita,41.79,1,1,41.79
francisco santos,41.7,1,1,41.7
satiro dias,41.29,1,1,41.29
morro vermelho,40.99,1,1,40.99
fernao,40.85,1,1,40.85
missao velha,40.62,1,1,40.62
demerval lobao,40.38,1,1,40.38
ipecaeta,40.19,1,1,40.19
uniao do oeste,40.09,1,1,40.09
leoberto leal,40.09,1,1,40.09
monte santo,40.0,1,1,40.0
sobralia,40.0,1,1,40.0
boraceia,39.96,1,1,39.96
serio,39.69,1,1,39.69
tracuateua,39.61,1,1,39.61
santana do capivari,39.52,1,1,39.52
delfim moreira,39.37,1,1,39.37
sertao santana,39.13,1,1,39.13
sao sebastiao de campos,38.9,1,1,38.9
pedra menina,38.5,1,1,38.5
cambiasca,38.09,1,1,38.09
joaquim pires,37.81,1,1,37.81
pareci novo,37.1,1,1,37.1
vista alegre,37.1,1,1,37.1
vale do sol,37.09,1,1,37.09
duas barras,36.95,1,1,36.95
joao dourado,36.69,1,1,36.69
nova redencao,36.69,1,1,36.69
faxinalzinho,35.95,1,1,35.95
desterro do melo,35.86,1,1,35.86
cuite velho,35.09,1,1,35.09
presidente castello branco,35.0,1,1,35.0
pinhal da serra,35.0,1,1,35.0
nova independencia,34.86,1,1,34.86
brejolandia,34.78,1,1,34.78
jacuipe,34.78,1,1,34.78
nova luzitania,34.75,1,1,34.75
caxambu do sul,34.6,1,1,34.6
jardim abc de goias,34.09,1,1,34.09
balsa nova,33.97,1,1,33.97
uniao da serra,33.6,1,1,33.6
cabeceiras,33.13,1,1,33.13
montividiu do norte,33.09,1,1,33.09
uruana de minas,33.0,1,1,33.0
travesseiro,32.71,1,1,32.71
estevao de araujo,32.43,1,1,32.43
tupassi,32.38,1,1,32.38
agudo,32.1,1,1,32.1
presidente lucena,32.09,1,1,32.09
trombas,32.07,1,1,32.07
aparecida d'oeste,31.75,1,1,31.75
tuparece,31.73,1,1,31.73
cezarina,31.72,1,1,31.72
boa ventura,31.69,1,1,31.69
senador jose porfirio,31.63,1,1,31.63
leopolis,31.38,1,1,31.38
liberato salzano,31.22,1,1,31.22
vicente dutra,31.22,1,1,31.22
sao bento abade,31.1,1,1,31.1
crucilandia,30.47,1,1,30.47
estrela velha,30.0,1,1,30.0
palmital de minas,29.42,1,1,29.42
estiva,29.13,1,1,29.13
ponto do marambaia,28.8,1,1,28.8
reserva do iguacu,28.52,1,1,28.52
ibitiuva,27.69,1,1,27.69
ouro verde do oeste,27.38,1,1,27.38
nova resende,26.09,1,1,26.09
planaltina do parana,25.85,1,1,25.85
bom jardim de goias,25.1,1,1,25.1
erico cardoso,24.88,1,1,24.88
santo antonio do rio abaixo,24.23,1,1,24.23
tamboara,24.09,1,1,24.09
jenipapo de minas,22.58,1,1,22.58
polo petroquimico de triunfo,20.7,1,1,20.7
sabaudia,20.42,1,1,20.42
